Seniority;Home;Time;Age;Marital;Records;Job;Expenses;Income;Assets;Debt;Amount;Price;Status
6.0;0.0;48.0;34.0;0.0;1.0;1.0;90.0;0.0;4500.0;0.0;1100.0;1192.0;1
4.0;1.0;36.0;22.0;1.0;1.0;0.0;35.0;58.0;1000.0;0.0;400.0;525.0;0
0.0;0.0;36.0;65.0;0.0;1.0;1.0;45.0;75.0;5000.0;0.0;400.0;935.0;1
7.0;0.0;24.0;39.0;0.0;1.0;0.0;75.0;260.0;10000.0;0.0;400.0;1100.0;1
24.0;0.0;24.0;47.0;0.0;1.0;0.0;75.0;136.0;4000.0;0.0;435.0;935.0;1
18.0;1.0;60.0;32.0;0.0;1.0;0.0;75.0;152.0;5000.0;0.0;1400.0;1640.0;1
0.0;1.0;60.0;25.0;0.0;1.0;1.0;45.0;209.0;2000.0;0.0;900.0;1436.0;1
20.0;0.0;60.0;41.0;0.0;1.0;0.0;75.0;186.0;8000.0;50.0;900.0;1700.0;1
3.0;1.0;60.0;41.0;1.0;2.0;0.0;35.0;90.0;0.0;0.0;949.0;949.0;0
0.0;0.0;60.0;23.0;0.0;1.0;0.0;45.0;120.0;4000.0;1000.0;1200.0;1476.0;0
2.0;0.0;60.0;29.0;0.0;1.0;0.0;60.0;110.0;2000.0;0.0;1020.0;1648.0;1
0.0;0.0;60.0;39.0;0.0;2.0;1.0;45.0;80.0;6000.0;0.0;1100.0;1131.0;0
7.0;0.0;48.0;42.0;0.0;1.0;0.0;60.0;132.0;8000.0;720.0;1000.0;1350.0;1
3.0;0.0;24.0;27.0;0.0;1.0;0.0;45.0;245.0;14000.0;0.0;500.0;2070.0;1
10.0;0.0;48.0;34.0;0.0;1.0;1.0;75.0;200.0;19000.0;0.0;750.0;1590.0;1
3.0;1.0;24.0;29.0;1.0;1.0;0.0;35.0;66.0;0.0;0.0;300.0;525.0;1
9.0;0.0;36.0;43.0;0.0;2.0;1.0;75.0;0.0;12000.0;0.0;1700.0;1730.0;0
30.0;0.0;48.0;60.0;0.0;1.0;1.0;60.0;6.0;16000.0;0.0;1200.0;1636.0;1
3.0;0.0;18.0;24.0;0.0;1.0;1.0;45.0;185.0;3500.0;0.0;600.0;925.0;1
10.0;1.0;48.0;28.0;0.0;1.0;0.0;56.0;108.0;0.0;0.0;1100.0;1684.0;1
1.0;1.0;24.0;24.0;0.0;1.0;1.0;50.0;50.0;0.0;0.0;350.0;400.0;1
4.0;1.0;60.0;23.0;1.0;1.0;0.0;35.0;80.0;10000.0;0.0;1000.0;1559.0;1
7.0;0.0;12.0;51.0;0.0;1.0;1.0;75.0;120.0;5000.0;0.0;250.0;375.0;1
6.0;1.0;36.0;29.0;0.0;1.0;0.0;105.0;168.0;14000.0;0.0;650.0;679.0;1
14.0;0.0;60.0;41.0;0.0;1.0;0.0;75.0;183.0;4000.0;1100.0;1500.0;2730.0;1
1.0;1.0;60.0;24.0;1.0;1.0;0.0;35.0;90.0;0.0;0.0;800.0;994.0;1
25.0;0.0;48.0;51.0;0.0;1.0;0.0;75.0;156.0;3000.0;0.0;700.0;1172.0;1
8.0;0.0;36.0;31.0;1.0;1.0;0.0;35.0;102.0;3000.0;0.0;1000.0;1364.0;1
5.0;0.0;60.0;26.0;1.0;2.0;1.0;35.0;142.0;5500.0;3800.0;950.0;977.0;0
8.0;0.0;54.0;31.0;0.0;1.0;0.0;75.0;280.0;14000.0;7000.0;850.0;1050.0;1
20.0;0.0;60.0;54.0;0.0;1.0;0.0;60.0;195.0;15000.0;0.0;900.0;1430.0;1
2.0;1.0;36.0;23.0;1.0;1.0;0.0;43.0;79.0;0.0;0.0;900.0;1000.0;0
18.0;1.0;36.0;45.0;0.0;1.0;0.0;45.0;220.0;20000.0;0.0;800.0;1600.0;1
10.0;0.0;36.0;39.0;0.0;1.0;0.0;90.0;122.0;3000.0;0.0;500.0;1472.0;1
2.0;1.0;36.0;39.0;0.0;2.0;0.0;60.0;87.0;0.0;0.0;2000.0;2300.0;0
20.0;1.0;48.0;37.0;1.0;1.0;0.0;35.0;114.0;0.0;0.0;1200.0;2472.0;1
20.0;1.0;48.0;45.0;1.0;1.0;1.0;35.0;0.0;0.0;0.0;900.0;1300.0;0
7.0;1.0;60.0;24.0;1.0;1.0;0.0;35.0;187.0;4000.0;2400.0;1400.0;1480.0;1
3.0;0.0;60.0;39.0;0.0;1.0;1.0;75.0;491.0;90000.0;0.0;4000.0;6700.0;0
22.0;0.0;36.0;45.0;0.0;1.0;0.0;75.0;250.0;10000.0;0.0;500.0;1026.0;1
10.0;1.0;60.0;38.0;0.0;2.0;0.0;110.0;204.0;0.0;0.0;1500.0;1531.0;1
20.0;1.0;24.0;40.0;0.0;1.0;0.0;77.0;165.0;0.0;0.0;500.0;1532.0;1
20.0;0.0;36.0;36.0;0.0;2.0;0.0;75.0;130.0;3500.0;0.0;1500.0;2000.0;1
2.0;1.0;24.0;26.0;1.0;1.0;0.0;35.0;79.0;0.0;0.0;590.0;894.0;1
22.0;1.0;36.0;51.0;1.0;2.0;1.0;35.0;0.0;0.0;0.0;350.0;950.0;1
7.0;0.0;60.0;34.0;1.0;1.0;0.0;35.0;96.0;8000.0;0.0;850.0;1213.0;1
5.0;0.0;60.0;39.0;0.0;1.0;1.0;75.0;85.0;4000.0;0.0;1200.0;1463.0;1
2.0;1.0;48.0;37.0;1.0;2.0;1.0;35.0;0.0;0.0;0.0;2000.0;3900.0;0
13.0;1.0;60.0;50.0;1.0;1.0;0.0;42.0;66.0;0.0;0.0;800.0;865.0;0
17.0;1.0;60.0;46.0;0.0;1.0;0.0;75.0;155.0;0.0;0.0;2000.0;2086.0;1
8.0;0.0;24.0;46.0;0.0;1.0;1.0;75.0;0.0;15000.0;0.0;1000.0;1603.0;1
0.0;0.0;12.0;22.0;0.0;1.0;1.0;75.0;100.0;50000.0;8000.0;900.0;2327.0;1
0.0;1.0;36.0;35.0;0.0;1.0;1.0;75.0;0.0;0.0;0.0;1450.0;1500.0;0
6.0;1.0;36.0;31.0;1.0;1.0;0.0;49.0;140.0;0.0;0.0;550.0;999.0;1
4.0;0.0;24.0;32.0;0.0;1.0;1.0;45.0;158.0;5500.0;0.0;500.0;1839.0;1
20.0;1.0;48.0;40.0;0.0;1.0;0.0;75.0;144.0;7000.0;0.0;500.0;980.0;1
38.0;1.0;12.0;66.0;0.0;1.0;0.0;79.0;340.0;0.0;0.0;700.0;1568.0;1
26.0;1.0;60.0;50.0;0.0;1.0;0.0;85.0;250.0;0.0;0.0;1000.0;1297.0;1
3.0;0.0;12.0;30.0;0.0;1.0;0.0;60.0;296.0;4500.0;2000.0;200.0;1338.0;1
5.0;1.0;48.0;24.0;1.0;1.0;1.0;35.0;139.0;2000.0;0.0;1000.0;1492.0;0
12.0;0.0;60.0;28.0;0.0;2.0;0.0;75.0;110.0;3500.0;1394.0;900.0;1082.0;1
1.0;1.0;24.0;23.0;1.0;1.0;1.0;35.0;70.0;0.0;0.0;500.0;640.0;0
4.0;0.0;60.0;41.0;0.0;1.0;0.0;45.0;87.0;6500.0;0.0;1100.0;1670.0;1
13.0;1.0;60.0;38.0;0.0;1.0;0.0;90.0;108.0;1500.0;30.0;1400.0;1410.0;0
1.0;1.0;36.0;21.0;0.0;1.0;0.0;45.0;90.0;2000.0;0.0;1200.0;1350.0;1
5.0;1.0;60.0;21.0;1.0;1.0;0.0;45.0;56.0;0.0;0.0;1400.0;2067.0;1
10.0;1.0;36.0;46.0;0.0;1.0;0.0;114.0;235.0;0.0;0.0;500.0;1531.0;1
1.0;1.0;60.0;36.0;0.0;1.0;1.0;60.0;60.0;0.0;0.0;1400.0;1612.0;0
3.0;1.0;36.0;20.0;1.0;1.0;1.0;58.0;225.0;0.0;0.0;1500.0;2050.0;1
5.0;1.0;60.0;40.0;0.0;2.0;1.0;54.0;89.0;0.0;0.0;1200.0;1457.0;0
2.0;1.0;36.0;32.0;0.0;1.0;0.0;75.0;80.0;2500.0;0.0;1300.0;1813.0;0
19.0;1.0;60.0;37.0;1.0;2.0;0.0;41.0;63.0;0.0;0.0;2700.0;2957.0;0
1.0;0.0;60.0;52.0;0.0;1.0;0.0;60.0;250.0;3000.0;0.0;1550.0;1850.0;1
5.0;1.0;24.0;32.0;1.0;1.0;1.0;35.0;143.0;8000.0;0.0;600.0;1350.0;1
7.0;1.0;60.0;30.0;0.0;1.0;0.0;42.0;73.0;0.0;0.0;950.0;1169.0;1
25.0;1.0;60.0;48.0;0.0;1.0;0.0;103.0;126.0;3500.0;0.0;1450.0;1575.0;1
11.0;0.0;36.0;32.0;0.0;1.0;0.0;60.0;101.0;12000.0;2400.0;965.0;1265.0;1
27.0;0.0;60.0;58.0;0.0;1.0;1.0;60.0;60.0;15000.0;0.0;1450.0;1657.0;0
19.0;0.0;60.0;56.0;0.0;1.0;0.0;45.0;169.0;7000.0;0.0;1400.0;1714.0;1
2.0;1.0;48.0;48.0;0.0;2.0;1.0;109.0;193.0;0.0;0.0;1140.0;1143.0;0
5.0;1.0;24.0;41.0;1.0;1.0;0.0;44.0;90.0;0.0;0.0;550.0;1319.0;1
10.0;1.0;24.0;40.0;0.0;1.0;1.0;60.0;116.0;2000.0;0.0;480.0;620.0;1
1.0;1.0;48.0;21.0;1.0;1.0;1.0;35.0;60.0;0.0;0.0;1350.0;1601.0;0
6.0;1.0;48.0;24.0;1.0;1.0;0.0;35.0;107.0;6500.0;1172.0;1000.0;1200.0;1
22.0;0.0;18.0;57.0;0.0;2.0;0.0;45.0;150.0;6000.0;0.0;500.0;1727.0;1
0.0;1.0;48.0;54.0;0.0;1.0;1.0;135.0;0.0;0.0;0.0;2000.0;2476.0;0
6.0;1.0;36.0;31.0;1.0;2.0;1.0;35.0;319.0;0.0;0.0;1200.0;1730.0;0
2.0;0.0;12.0;32.0;0.0;1.0;1.0;45.0;122.0;5000.0;500.0;350.0;625.0;1
1.0;1.0;60.0;30.0;0.0;1.0;1.0;60.0;93.0;0.0;0.0;1600.0;1647.0;1
18.0;0.0;36.0;42.0;0.0;1.0;0.0;75.0;121.0;2000.0;150.0;900.0;1633.0;1
2.0;1.0;24.0;23.0;1.0;1.0;1.0;35.0;93.0;2500.0;0.0;230.0;670.0;1
17.0;1.0;48.0;36.0;0.0;1.0;0.0;61.0;162.0;0.0;0.0;1000.0;1641.0;1
0.0;1.0;48.0;42.0;0.0;1.0;1.0;75.0;0.0;0.0;0.0;1300.0;1400.0;0
2.0;1.0;36.0;24.0;0.0;2.0;1.0;45.0;0.0;0.0;0.0;1000.0;2223.0;1
9.0;0.0;60.0;53.0;0.0;1.0;1.0;60.0;51.0;8000.0;3000.0;1450.0;1970.0;1
11.0;1.0;60.0;29.0;0.0;1.0;0.0;74.0;135.0;0.0;0.0;1000.0;1097.0;1
2.0;1.0;60.0;23.0;1.0;1.0;0.0;35.0;106.0;0.0;0.0;820.0;1097.0;1
32.0;1.0;42.0;53.0;0.0;1.0;1.0;60.0;160.0;0.0;0.0;200.0;829.0;1
8.0;1.0;60.0;28.0;1.0;2.0;0.0;35.0;76.0;0.0;0.0;1300.0;1550.0;0
1.0;0.0;60.0;40.0;0.0;1.0;0.0;45.0;0.0;3000.0;180.0;1700.0;1777.0;0
24.0;1.0;60.0;40.0;0.0;1.0;0.0;45.0;115.0;0.0;0.0;1250.0;1461.0;1
1.0;1.0;30.0;23.0;1.0;1.0;1.0;35.0;60.0;0.0;0.0;800.0;1452.0;0
15.0;1.0;48.0;55.0;1.0;1.0;0.0;62.0;173.0;0.0;0.0;1100.0;1467.0;1
24.0;0.0;48.0;48.0;0.0;1.0;0.0;75.0;90.0;3000.0;0.0;400.0;975.0;1
5.0;1.0;36.0;48.0;0.0;1.0;1.0;97.0;365.0;0.0;0.0;1300.0;1736.0;0
1.0;1.0;36.0;44.0;0.0;2.0;0.0;60.0;154.0;2500.0;0.0;2000.0;2500.0;0
0.0;1.0;36.0;29.0;1.0;1.0;1.0;35.0;0.0;0.0;0.0;650.0;975.0;0
4.0;1.0;60.0;46.0;0.0;1.0;1.0;70.0;100.0;0.0;0.0;2400.0;2500.0;0
0.0;1.0;36.0;23.0;1.0;1.0;0.0;35.0;70.0;0.0;0.0;900.0;1210.0;1
2.0;1.0;48.0;29.0;1.0;1.0;0.0;35.0;75.0;0.0;0.0;650.0;824.0;1
25.0;0.0;60.0;63.0;0.0;2.0;1.0;60.0;60.0;47500.0;3360.0;1000.0;1162.0;1
17.0;1.0;24.0;40.0;0.0;2.0;0.0;58.0;128.0;0.0;0.0;700.0;982.0;1
14.0;1.0;48.0;37.0;0.0;2.0;0.0;60.0;120.0;0.0;0.0;1000.0;1189.0;1
0.0;1.0;60.0;23.0;1.0;1.0;0.0;35.0;0.0;0.0;0.0;700.0;969.0;0
15.0;0.0;36.0;49.0;0.0;1.0;0.0;75.0;113.0;8000.0;0.0;1050.0;1055.0;1
16.0;1.0;60.0;40.0;0.0;1.0;1.0;82.0;71.0;0.0;0.0;2000.0;2250.0;0
16.0;0.0;36.0;40.0;0.0;2.0;0.0;90.0;120.0;6000.0;0.0;900.0;1150.0;1
1.0;1.0;36.0;23.0;1.0;1.0;0.0;35.0;55.0;5000.0;0.0;775.0;925.0;1
15.0;0.0;36.0;42.0;1.0;1.0;0.0;35.0;90.0;5000.0;3000.0;1000.0;1243.0;1
5.0;1.0;48.0;28.0;0.0;2.0;0.0;60.0;154.0;3000.0;0.0;825.0;1661.0;1
0.0;0.0;48.0;39.0;0.0;1.0;1.0;60.0;16.0;3000.0;0.0;850.0;1053.0;0
1.0;0.0;36.0;36.0;0.0;1.0;1.0;75.0;416.0;8000.0;0.0;3875.0;5175.0;1
13.0;1.0;48.0;28.0;0.0;1.0;0.0;90.0;105.0;0.0;0.0;1200.0;1590.0;1
10.0;1.0;36.0;38.0;0.0;1.0;0.0;66.0;210.0;0.0;0.0;500.0;1171.0;1
2.0;0.0;60.0;33.0;0.0;1.0;0.0;35.0;146.0;8000.0;2000.0;1000.0;1844.0;1
2.0;1.0;60.0;30.0;1.0;1.0;1.0;35.0;150.0;0.0;0.0;1500.0;1671.0;1
0.0;0.0;36.0;36.0;0.0;1.0;1.0;45.0;105.0;5000.0;3000.0;1000.0;1620.0;0
13.0;0.0;60.0;28.0;0.0;1.0;0.0;45.0;148.0;3500.0;144.0;1350.0;1496.0;1
0.0;1.0;48.0;56.0;0.0;1.0;1.0;35.0;84.0;4500.0;50.0;700.0;940.0;1
8.0;1.0;48.0;39.0;0.0;1.0;1.0;66.0;60.0;0.0;0.0;700.0;1580.0;1
4.0;0.0;36.0;54.0;0.0;1.0;1.0;35.0;80.0;25000.0;0.0;1400.0;1490.0;1
15.0;1.0;60.0;35.0;1.0;1.0;0.0;45.0;226.0;6000.0;2200.0;1350.0;1609.0;1
1.0;0.0;48.0;29.0;0.0;1.0;0.0;45.0;130.0;4000.0;0.0;1000.0;1777.0;1
20.0;1.0;60.0;47.0;0.0;1.0;0.0;85.0;100.0;8000.0;0.0;1250.0;1250.0;0
2.0;0.0;60.0;35.0;0.0;1.0;1.0;60.0;175.0;2500.0;0.0;1250.0;1412.0;1
0.0;1.0;60.0;32.0;1.0;1.0;1.0;35.0;0.0;0.0;0.0;600.0;1690.0;0
0.0;1.0;60.0;35.0;1.0;1.0;0.0;51.0;163.0;0.0;0.0;1000.0;1353.0;1
15.0;1.0;36.0;30.0;0.0;1.0;0.0;45.0;131.0;0.0;0.0;250.0;1341.0;1
24.0;0.0;48.0;39.0;0.0;1.0;0.0;75.0;125.0;6000.0;200.0;1000.0;1409.0;1
15.0;0.0;48.0;57.0;0.0;1.0;1.0;35.0;212.0;65000.0;0.0;1300.0;1852.0;1
1.0;1.0;24.0;32.0;1.0;1.0;1.0;35.0;0.0;0.0;0.0;290.0;490.0;0
17.0;1.0;30.0;45.0;0.0;1.0;0.0;55.0;104.0;0.0;0.0;550.0;575.0;1
1.0;1.0;24.0;24.0;1.0;1.0;1.0;42.0;65.0;0.0;0.0;750.0;1192.0;0
2.0;1.0;60.0;23.0;1.0;2.0;1.0;35.0;75.0;0.0;0.0;1100.0;1139.0;0
0.0;1.0;60.0;24.0;1.0;1.0;0.0;35.0;126.0;1500.0;0.0;900.0;1092.0;1
0.0;1.0;18.0;20.0;0.0;1.0;0.0;35.0;91.0;0.0;0.0;600.0;750.0;1
14.0;1.0;36.0;49.0;0.0;1.0;0.0;70.0;103.0;0.0;0.0;500.0;1017.0;1
2.0;1.0;60.0;24.0;1.0;1.0;0.0;35.0;100.0;0.0;0.0;1600.0;1601.0;1
7.0;1.0;60.0;40.0;0.0;2.0;1.0;76.0;164.0;3000.0;0.0;800.0;1032.0;1
6.0;0.0;60.0;31.0;0.0;1.0;0.0;45.0;131.0;4000.0;1600.0;600.0;1661.0;1
2.0;1.0;18.0;25.0;0.0;2.0;1.0;60.0;0.0;0.0;0.0;850.0;1400.0;1
0.0;1.0;48.0;39.0;0.0;1.0;0.0;60.0;85.0;0.0;0.0;1450.0;1594.0;1
2.0;1.0;60.0;22.0;0.0;1.0;1.0;35.0;60.0;2800.0;0.0;1300.0;1422.0;0
0.0;0.0;36.0;30.0;1.0;1.0;1.0;60.0;48.0;7000.0;0.0;300.0;365.0;0
0.0;1.0;60.0;21.0;1.0;1.0;1.0;45.0;312.0;10000.0;0.0;1033.0;1175.0;1
0.0;1.0;24.0;22.0;1.0;1.0;1.0;35.0;80.0;0.0;0.0;650.0;1356.0;1
0.0;1.0;18.0;28.0;0.0;2.0;0.0;68.0;83.0;0.0;0.0;200.0;300.0;0
8.0;0.0;24.0;32.0;0.0;1.0;0.0;60.0;77.0;4000.0;0.0;350.0;865.0;1
2.0;1.0;24.0;23.0;1.0;1.0;1.0;35.0;63.0;20000.0;0.0;600.0;2143.0;1
0.0;1.0;24.0;36.0;0.0;1.0;1.0;90.0;31.0;0.0;0.0;625.0;725.0;1
2.0;1.0;60.0;20.0;1.0;1.0;0.0;46.0;108.0;0.0;0.0;1200.0;1300.0;0
4.0;0.0;60.0;25.0;0.0;1.0;0.0;45.0;68.0;4500.0;1379.0;725.0;1460.0;1
5.0;1.0;30.0;24.0;0.0;1.0;0.0;35.0;120.0;0.0;0.0;700.0;1804.0;1
8.0;0.0;36.0;35.0;0.0;2.0;0.0;45.0;213.0;6000.0;0.0;1700.0;2450.0;1
10.0;1.0;48.0;58.0;0.0;1.0;1.0;35.0;450.0;2500.0;0.0;1200.0;1505.0;1
5.0;0.0;60.0;32.0;0.0;1.0;0.0;45.0;145.0;13000.0;0.0;1500.0;1850.0;1
15.0;0.0;36.0;56.0;0.0;2.0;1.0;35.0;90.0;16000.0;0.0;800.0;1300.0;0
2.0;1.0;60.0;53.0;1.0;1.0;0.0;46.0;114.0;0.0;0.0;1050.0;1348.0;1
2.0;1.0;60.0;26.0;1.0;1.0;0.0;35.0;104.0;10000.0;0.0;1400.0;1490.0;1
20.0;0.0;60.0;40.0;0.0;1.0;0.0;45.0;240.0;8000.0;0.0;900.0;950.0;1
1.0;0.0;36.0;48.0;0.0;1.0;1.0;45.0;45.0;32000.0;0.0;1500.0;2700.0;1
10.0;1.0;60.0;28.0;1.0;1.0;0.0;35.0;70.0;3500.0;0.0;1300.0;1743.0;1
0.0;0.0;60.0;34.0;0.0;1.0;0.0;60.0;85.0;4000.0;0.0;1100.0;1628.0;1
11.0;0.0;60.0;28.0;0.0;1.0;0.0;35.0;82.0;1500.0;0.0;1090.0;1491.0;1
2.0;1.0;24.0;30.0;0.0;1.0;1.0;53.0;80.0;0.0;0.0;500.0;975.0;0
0.0;1.0;60.0;43.0;0.0;1.0;1.0;90.0;82.0;4000.0;0.0;600.0;790.0;0
3.0;0.0;60.0;41.0;0.0;1.0;0.0;75.0;99.0;16000.0;500.0;1000.0;3300.0;1
28.0;0.0;48.0;54.0;0.0;1.0;1.0;75.0;46.0;15000.0;0.0;900.0;1300.0;1
23.0;1.0;54.0;38.0;1.0;1.0;0.0;60.0;178.0;0.0;0.0;740.0;989.0;1
4.0;1.0;60.0;30.0;0.0;1.0;0.0;60.0;147.0;5500.0;2000.0;1700.0;1719.0;1
11.0;0.0;48.0;41.0;0.0;2.0;1.0;45.0;280.0;4000.0;1300.0;1000.0;1350.0;1
12.0;0.0;60.0;45.0;0.0;1.0;1.0;35.0;75.0;4000.0;0.0;1000.0;1100.0;1
6.0;0.0;6.0;29.0;0.0;1.0;0.0;45.0;190.0;5000.0;0.0;200.0;2179.0;1
0.0;0.0;6.0;33.0;1.0;2.0;1.0;45.0;240.0;4500.0;0.0;675.0;1146.0;0
1.0;1.0;48.0;25.0;1.0;1.0;1.0;35.0;280.0;6000.0;0.0;1100.0;1650.0;1
8.0;1.0;60.0;41.0;0.0;1.0;1.0;45.0;62.0;0.0;0.0;1800.0;2101.0;0
12.0;0.0;48.0;35.0;0.0;1.0;0.0;60.0;90.0;4500.0;0.0;900.0;1097.0;1
17.0;1.0;36.0;33.0;1.0;2.0;0.0;35.0;96.0;0.0;0.0;475.0;475.0;1
17.0;1.0;60.0;44.0;0.0;1.0;0.0;51.0;159.0;0.0;0.0;1100.0;1668.0;1
1.0;0.0;48.0;42.0;0.0;1.0;0.0;75.0;155.0;8000.0;0.0;600.0;1680.0;1
19.0;1.0;60.0;42.0;1.0;1.0;0.0;43.0;78.0;0.0;0.0;730.0;1070.0;1
0.0;1.0;24.0;42.0;0.0;2.0;0.0;103.0;283.0;0.0;0.0;1897.0;2517.0;0
10.0;0.0;54.0;41.0;0.0;1.0;0.0;45.0;130.0;4500.0;0.0;1700.0;1957.0;1
16.0;1.0;42.0;49.0;0.0;2.0;0.0;45.0;80.0;0.0;0.0;700.0;950.0;1
0.0;1.0;36.0;42.0;1.0;2.0;1.0;48.0;129.0;0.0;0.0;525.0;525.0;1
5.0;0.0;60.0;49.0;0.0;1.0;0.0;35.0;122.0;5000.0;0.0;1500.0;1740.0;1
10.0;0.0;30.0;32.0;0.0;1.0;1.0;60.0;65.0;3000.0;0.0;600.0;1200.0;1
7.0;1.0;36.0;24.0;1.0;1.0;0.0;35.0;127.0;0.0;0.0;300.0;2612.0;1
3.0;1.0;48.0;28.0;0.0;1.0;0.0;35.0;125.0;1500.0;0.0;1500.0;1689.0;1
0.0;0.0;36.0;42.0;0.0;1.0;1.0;60.0;260.0;3000.0;250.0;1100.0;1288.0;1
10.0;1.0;60.0;42.0;0.0;1.0;0.0;76.0;158.0;5000.0;0.0;1000.0;1000.0;1
32.0;0.0;36.0;49.0;0.0;1.0;0.0;75.0;163.0;4000.0;0.0;400.0;700.0;1
14.0;0.0;48.0;29.0;0.0;1.0;0.0;75.0;131.0;4000.0;0.0;980.0;2981.0;0
20.0;1.0;60.0;38.0;0.0;1.0;0.0;74.0;140.0;0.0;0.0;1500.0;1600.0;1
26.0;0.0;60.0;41.0;0.0;1.0;0.0;45.0;132.0;0.0;0.0;1100.0;1472.0;1
10.0;1.0;60.0;46.0;0.0;1.0;0.0;75.0;66.0;5500.0;1700.0;1250.0;1525.0;1
6.0;0.0;60.0;33.0;0.0;1.0;1.0;60.0;140.0;6000.0;0.0;1150.0;1715.0;1
2.0;0.0;60.0;23.0;1.0;1.0;0.0;35.0;150.0;3000.0;0.0;2000.0;4904.0;1
24.0;0.0;48.0;39.0;0.0;1.0;0.0;75.0;110.0;3000.0;0.0;1150.0;1379.0;1
2.0;1.0;48.0;27.0;0.0;1.0;1.0;75.0;59.0;2500.0;2200.0;1200.0;1530.0;0
3.0;1.0;36.0;37.0;0.0;1.0;1.0;45.0;0.0;4500.0;0.0;900.0;1596.0;1
1.0;1.0;48.0;23.0;1.0;1.0;0.0;35.0;139.0;0.0;0.0;650.0;650.0;1
2.0;1.0;36.0;22.0;1.0;1.0;1.0;35.0;100.0;25000.0;0.0;1400.0;1850.0;1
16.0;1.0;60.0;35.0;1.0;1.0;0.0;49.0;135.0;0.0;0.0;1300.0;1310.0;1
5.0;0.0;48.0;46.0;0.0;1.0;0.0;90.0;137.0;2000.0;0.0;1100.0;1487.0;1
1.0;1.0;60.0;40.0;0.0;1.0;0.0;57.0;120.0;0.0;0.0;1500.0;1737.0;1
0.0;1.0;48.0;52.0;0.0;1.0;1.0;35.0;0.0;5000.0;0.0;800.0;1794.0;1
7.0;0.0;36.0;41.0;0.0;1.0;0.0;75.0;87.0;4500.0;0.0;2000.0;2104.0;1
23.0;1.0;48.0;57.0;1.0;2.0;0.0;49.0;142.0;0.0;0.0;1300.0;1450.0;1
2.0;1.0;60.0;35.0;1.0;1.0;1.0;35.0;65.0;0.0;0.0;1100.0;1324.0;1
10.0;0.0;6.0;46.0;0.0;1.0;1.0;45.0;464.0;10000.0;0.0;1100.0;2235.0;1
5.0;1.0;60.0;42.0;0.0;2.0;1.0;113.0;83.0;0.0;0.0;1530.0;1530.0;0
0.0;1.0;60.0;38.0;0.0;2.0;0.0;45.0;0.0;0.0;0.0;1500.0;1700.0;0
0.0;0.0;48.0;25.0;1.0;1.0;0.0;35.0;126.0;2800.0;0.0;1170.0;1372.0;1
0.0;1.0;24.0;20.0;1.0;1.0;1.0;35.0;66.0;0.0;0.0;550.0;550.0;0
2.0;1.0;48.0;24.0;1.0;1.0;0.0;44.0;90.0;0.0;0.0;1200.0;1450.0;1
10.0;1.0;60.0;57.0;0.0;1.0;0.0;60.0;84.0;9000.0;0.0;1400.0;1423.0;1
4.0;1.0;60.0;37.0;0.0;2.0;1.0;60.0;61.0;0.0;0.0;1420.0;1450.0;1
4.0;1.0;60.0;27.0;0.0;1.0;1.0;35.0;0.0;0.0;0.0;1050.0;1214.0;1
2.0;0.0;60.0;31.0;0.0;1.0;0.0;45.0;55.0;4000.0;800.0;700.0;1250.0;0
43.0;1.0;24.0;60.0;0.0;1.0;0.0;60.0;185.0;0.0;0.0;319.0;1669.0;1
8.0;1.0;48.0;34.0;1.0;1.0;0.0;35.0;85.0;0.0;0.0;1000.0;1383.0;1
9.0;0.0;48.0;26.0;0.0;1.0;0.0;35.0;101.0;5000.0;0.0;500.0;1997.0;1
8.0;1.0;48.0;25.0;1.0;1.0;0.0;45.0;180.0;1500.0;0.0;1100.0;1200.0;1
30.0;1.0;48.0;50.0;0.0;1.0;0.0;45.0;220.0;0.0;0.0;600.0;900.0;1
2.0;0.0;48.0;41.0;0.0;1.0;0.0;60.0;142.0;4000.0;0.0;2000.0;2465.0;0
5.0;1.0;24.0;32.0;0.0;1.0;0.0;35.0;91.0;0.0;0.0;450.0;530.0;1
2.0;1.0;60.0;62.0;0.0;2.0;1.0;41.0;57.0;8000.0;0.0;1200.0;1500.0;0
1.0;0.0;48.0;27.0;1.0;2.0;0.0;45.0;62.0;5000.0;0.0;1500.0;1788.0;1
10.0;0.0;48.0;54.0;0.0;1.0;1.0;35.0;27.0;5000.0;0.0;1050.0;1054.0;0
4.0;1.0;36.0;54.0;0.0;1.0;1.0;60.0;0.0;0.0;0.0;250.0;350.0;0
22.0;1.0;24.0;36.0;0.0;1.0;0.0;45.0;176.0;0.0;0.0;700.0;1428.0;1
7.0;0.0;60.0;55.0;0.0;1.0;0.0;45.0;124.0;5000.0;0.0;800.0;982.0;1
1.0;1.0;60.0;19.0;1.0;1.0;0.0;45.0;128.0;9500.0;2800.0;1300.0;1540.0;0
7.0;0.0;60.0;31.0;0.0;1.0;0.0;60.0;92.0;3500.0;991.0;1050.0;1158.0;0
7.0;1.0;48.0;55.0;0.0;1.0;0.0;75.0;100.0;6000.0;0.0;1200.0;1700.0;1
21.0;0.0;36.0;37.0;0.0;1.0;0.0;75.0;300.0;7000.0;3500.0;1100.0;1876.0;1
8.0;0.0;24.0;51.0;0.0;1.0;0.0;45.0;167.0;8000.0;0.0;250.0;400.0;1
25.0;0.0;60.0;51.0;0.0;1.0;0.0;60.0;222.0;7000.0;0.0;1300.0;1400.0;1
